ID	tweet	label
pt_train_00029	This is all bullshit you are talking about your relationship and we are here listening to you. Sad. https://t.co/2CixzNUpKT	negative
pt_train_00030	 More than 30 dead in Pakistani mosque bomb blast https://t.co/ZdQ2Lgls0z	negative
pt_train_00031	 And today I accidentally joined you with the worst rival I put water on 😞	negative
pt_train_00032	 We still need to send messages talking about punctuality days before the event happens and even on the same day, but even so, they delay. This xipoko. 😭	negative
pt_train_00033	 🙎I'd rather be hungry than with you That day they hurt me 😩	negative
pt_train_00034	 Your mother can't go and dump garbage while you're gone.	negative
pt_train_00035	 I'm tired of being a good person, now I want to be bad 😈	negative
pt_train_00036	 Other than that, it's frivolous, they don't know that there's a pont time, that collectors waddle that even sometimes they have slow drivers you have to yell at him to walk in other cases. They put pressure on you, they tell you to win a team like yah the guy is yours, but I'm the pawn.	negative
pt_train_00037	 @user Yes djoh... African bad luck doesn't cost 😭	negative
pt_train_00038	They have abandoned God in all their practices #SaturdayLunchBread	negative
pt_train_00039	 Worse today, all men are dogs, if you find one less dog, thank you Linda	negative
pt_train_00040	 @user The worst part is I don't even know	negative
pt_train_00041	 Unfortunately I'm the type of person who holds a grudge YES!!!! I may even be talking to you normally, but I will never forget what you did to me! @user	negative
pt_train_00042	 I think people should come with a catalog before we get involved with them. It would make it easier to make decisions about relationships, jobs, and companies. But at the same time it would be awkward for being too obvious. Leave it like that. We like to suffer from disappointments.	negative
pt_train_00043	 @user @user N is taking it seriously 😂	negative
pt_train_00044	 @user @user Sin really brings direct death #RoadToAngola	negative
pt_train_00045	 This video is not good at all.😂😂😂😂😂😂	negative
pt_train_00046	 @user 🤣 tells gabi to come take a walk around the beautiful horizon to see what a lot of holes are 😭	negative
pt_train_00047	Guys I didn't promise him anything and he came from RSA to see me and I put Cell on mode ✈️ I'm running away from my future Husband 😏🙁🙁	negative
pt_train_00048	 @user @user I wish they had taken me out of the house. But it was really because of the flu that has been attacking me since Thursday 💔	negative
pt_train_00049	 Guys from Hulene and B. Aeroporto feel Bass🔊 from the dump, worse when it rains😬😬	negative
pt_train_00050	 NuMetro problem is shit https://t.co/oaQ9tzYqZk	negative
pt_train_00051	 @user German League also pisses me off because I already know that Bayern will win	negative
pt_train_00052	 Dating seems like a sin, every day you have to lie that you dreamed of her.😭😥	negative
pt_train_00053	 @user My lady just called me crying.. they were very good friends😭🙏🏽	negative
pt_train_00054	 She's not my girlfriend, but I get upset when I don't talk to her for a long time....	negative
pt_train_00055	#GloriousEndtimeWord ◾️ Christian who still lives sexual immorality Greed, masturbation, pornography, orgies, immoral dress and so many other perversities *THIS INSIDE THE CHURCH* This type of Christian is on his way to hell @user	negative
pt_train_00056	 I am a very bad person.	negative
pt_train_00057	 Ahh edjoo!! I'm already late, the guy still has an accident	negative
pt_train_00058	 Many complain about being harassed in the DM and carry everything to expose here to the public. They pretend to be innocent while walking with married uncles and quotas in these rucas, quotas with children their age...👇🏾	negative
pt_train_00059	 @user Broh... suffer man.. this is suffering.. I only escape on the days I sleep piff pk I don't hear anything 😂	negative
pt_train_00060	 It's much easier to gain attention and interest from someone you don't want than from someone who has CRUSH. Ntlha	negative
pt_train_00061	 @user @user You kid are getting an annoying person like Ruy😂😂	negative
pt_train_00062	 This guy always saying unnecessary things ehhhhhhhhh https://t.co/HVg2sp2wQQ	negative
pt_train_00063	There will come a time when you will want something serious, but your past won't allow it 🤦🏼‍♂️	negative
pt_train_00064	 Every time mother's day 😭	negative
pt_train_00065	 It wasn't your boyfriend who didn't want to forgive you, we were his friends 🥵	negative
pt_train_00066	 ~●♧ sextou☺️ I'm crippled in the esophagus, and alcohol is only in the sore🥺🥃 So next time I have to go to the pharmacy to get medication💉	negative
pt_train_00067	 This business that everyone is doing of taking pictures of things in stores and selling them at an absurd price, I think it's pretty off. Lack of creativity.	negative
pt_train_00068	 @user What a bunch! And they weren't afraid to show their face the next day 😵‍💫	negative
pt_train_00069	 @user There are men without character! Women are smart, but sometimes they act out of emotion giving space to these types of aberration.	negative
pt_train_00070	 You ruined my day, I did what you said now you want steps take the machine and do it bro I'm tired pa	negative
pt_train_00071	 @user And her shameless face still publishes this, these people with this habit of chasing likes	negative
pt_train_00072	Catch Chivale That's Good, Nothing 👎🏿 https://t.co/ePE2RkDN3Q	negative
pt_train_00073	 @user @user @user Unfortunately this generation has denied God in every way, putting on itself, all kinds of destruction #AnEternalGospel	negative
pt_train_00074	 When we look at the filthy mortal flesh, we unravel and wonder how this is possible, especially seeing that the church is filled with sexual sin and sexual lust. #WordExpoInAngola	negative
pt_train_00075	 Go to the chapadão cemetery 🥺 To avoid crying	negative
pt_train_00076	 I've never felt so much about the death of a famous person as I am feeling about Riky Ricky😔💔 Rest in Heaven Boss Zonkie🙏🏽🕊	negative
pt_train_00077	 @user Anyway, he's going to cry, either because I took him away or because I hit him	negative
pt_train_00078	 At least 10 people died due to heavy rains in Madagascar https://t.co/bBAoWZ5Yoo	negative
pt_train_00079	 I woke up to a message from you saying Good morning love of my life, I don't understand?! 🤷🏽‍♀️ 😒	negative
pt_train_00080	Yuh want to make Mozambique a conservative country already? Fuck those who find the topic sensitive. There they should only improve what they said about sexual orientation. https://t.co/ID0YHnUyG4	negative
pt_train_00081	 Roman Catholic bishop accused of raping nun was acquitted in India https://t.co/AXDLmrU0z8	negative
pt_train_00082	 Porto will lose! But ready! Taremi is nanga! this is not advanced	negative
pt_train_00083	 Matola: Alleged armed robber killed during a firefight https://t.co/qW8lR1LsQW	negative
pt_train_00084	 I just wish I was a bird so I could fly beyond my thoughts.	negative
pt_train_00085	 @user This first freak here couldn't have chosen anything else to do with his life... nigga is really an insurgent 😭 https://t.co/RY4T2fa4mA	negative
pt_train_00086	 •Everyone talking about Iphone, Fucking is good for nothing 🤧	negative
pt_train_00087	 MISAU announced the death of six infected by covid-19 https://t.co/I0EIZ9iEyJ	negative
pt_train_00088	 I'm loving again I don't learn I swear😞	negative
pt_train_00089	 hope they hit you well but really well so we can ask you your reasons while they've already hit you mtxiu 🙄 https://t.co/R8x0SnJlVs	negative
pt_train_00090	 You're already 30 years old and you come to complain about your parents for your failure in life?	negative
pt_train_00091	 I think it's strange that a couple doesn't know how to keep a conversation going even after so many years together. I can't date a girl who can talk more and better with her friends than with me or who prefers to be glued to her cell phone than enjoying me. Save my time or exploit me.	negative
pt_train_00092	 Brazilian authorities confirm death of British journalist in the Amazon https://t.co/wjT3uwj8yT	negative
pt_train_00093	 @user The worst thing man has done is focus his life on this land #AvivamentoEmMozambique	negative
pt_train_00094	 @user This one is living very badly @user	negative
pt_train_00095	" If you're going to get into a serious scene, at least the two of you should have knowledge, what """""""" a year of dating """""""" after all😪? It's djumaring me, then canceling this joke will now be a flag 😬"	negative
pt_train_00096	@user We'll hit you if that's the case	negative
pt_train_00097	 Felt like a stranger after reading this TT https://t.co/1AVMy6oROe https://t.co/TPSpNpg3wE	negative
pt_train_00098	 @user If he's hungry until he tweets he must not have money 😂😂😂😂	negative
pt_train_00099	 @user The gospel has been distorted which is why there is no fruit and no promise of salvation. #ThePulpitOfHoliness	negative
pt_train_00100	 I just finish Iron Island and Peaky Blinders I'll run out of series to watch😭😭😭 I don't even have megas to download series I have pha😑💔	negative
pt_train_00101	 My conviction that it was a mistake for #CDM to use the @user tag for #flow was only increasing day by day.	negative
pt_train_00102	 #LAM's idea of limiting the distribution of the cargo volume of 23 kilos is typical of those who are unaware of the reality of the country. I'm in my homeland, around here, I was offered a mat, dried fish and snails. 1/2	negative
pt_train_00103	 @user Bro ...... That they don't even come to wash, the annoying thing is getting a recent lady and having to tell her to clean....	negative
pt_train_00104	@user Problem with these girls who use makeup is to despise the opinion of those who don't. Believe me, our opinion doesn't serve 😂🙌🏾	negative
pt_train_00105	 Started dating and doesn't call friends anymore, wait when they tell you that the mistake is not in you... 🤣🤣	negative
pt_train_00106	 @user @user And look who really spied you, I understand you, you played low, sister. 😃😃😃😃😃😃	negative
pt_train_00107	 Blender never used does not work!! And now? No receipt? 😑	negative
pt_train_00108	 Godal sent me to inform you that your order cannot be fulfilled ❄☃️❄☃️❄☃️❄❄☃️❄ https://t.co/SuFuOqF0PW	negative
pt_train_00109	 @user I haven't even gotten one yet 🤦🏿‍♂️😭	negative
pt_train_00110	 Edjo Titos stretched a very screwed slap this kid🤣 Like rocket explosions from Gambeta man 😭😭🔥🔥	negative
pt_train_00111	 @user @user Empty city. Today you can go anywhere in an instant but there are already rumors that the toll is closed… 🫤	negative
pt_train_00112	 This girl doesn't hit well 😂 https://t.co/rFxJ6Lg2a9	negative
pt_train_00113	Not everyone, I will never forgive betrayal and I won't even accept sex... https://t.co/4i5X8BS0sN	negative
pt_train_00114	 I have a bad project but Dygo blocked me	negative
pt_train_00115	 NATO rejected creating no-fly zone to avoid entering conflict in Ukraine https://t.co/J85kSV0rvo	negative
pt_train_00116	 @user No wonder the right goes to great lengths to discredit him. How well he speaks! This they don't repeat on the crappy TVs we have there. Rio's nonsense is repeating ad infinitum 😵‍💫	negative
pt_train_00117	 Sexual sin on this earth will lead most people to hell. You just have to look at what people post on social media. It's all prostitution. repent you	negative
pt_train_00118	 @user There are a lot of people here in Moz who take care of their family for much less than 50 thousand	negative
pt_train_00119	 They're lying to make it worse😂😂 https://t.co/dp4tZua9ZG	negative
pt_train_00120	 They've already searched me, and accused me of stealing my own car. https://t.co/DTuIifXS5U	negative
pt_train_00121	 Another thing that will kill you is having several babies on the same day 😭💀💀	negative
pt_train_00122	This guy who died stealing cables, what will God say?😂🤸🏾‍♀️	negative
pt_train_00123	 Many of you are beautiful, what really is a problem is your personality and the goals you have! @user	negative
pt_train_00124	 @user After drowning is one of the worst ways to die 😭	negative
pt_train_00125	 Don't lie that you like the person just to hide a hurt or frustration from a previous relationship. It's exhausting having to be rehabilitation centers. Treat your xipoquinhos first without having to transfer them to other human beings.	negative
pt_train_00126	 We live in a sick society that does not accept medication because it thinks that the fact that it is not feeling any pain is because it is healthy. The world is sick. People ditto. They live for social media. Live to compare. They live for today and now. Joy 0%.	negative
pt_train_00127	 So is it normal to take a week to open a bank account? ohh	negative
pt_train_00128	 This is why life is complicated https://t.co/7ve0AnsRpX	negative
pt_train_00129	He only knows how to criticize other people's lives. Your Unhappy.	negative
pt_train_00130	 @user @user Cheap is expensive bro	negative
pt_train_00131	 Sanitation and drainage fee now. Poor has no rest.	negative
pt_train_00132	 @user @user @user @user Silly it's you who came here full of buteco wisdom	negative
pt_train_00133	 They spoil good pasta/food because of wanting to put cream on everything.	negative
pt_train_00134	 And still the nigga horn him https://t.co/DNgmqUGw4w	negative
pt_train_00135	 I want to be a beggar too, bro.	negative
pt_train_00136	 And I forgot lunch box. Great 😞	negative
pt_train_00137	 Result of imitating others' work 💔 https://t.co/mQAGMvpkHh	negative
pt_train_00138	 It doesn't fly much Leonel, it doesn't fly. I told you: you have no friends.	negative
pt_train_00139	 Because of this tweet I was late with my schedule, I was supposed to leave at 6:40 am and only now I wake up https://t.co/xtQOK5Mcbq	negative
pt_train_00140	 And I went drinking until 4 am knowing I have an appointment at 7 am https://t.co/F5E5Em9ERM	negative
pt_train_00141	 @user I don't even like broth! But it's great war to get it	negative
pt_train_00142	Is it just me or is the thief becoming a hero?? This country is not run by these things. ! Salesio was a big cheat and you can see that he is very used to handling this type of situation. Poor igor idelson has already become a laughing stock.	negative
pt_train_00143	 João Lourenço says the opposition is “fragile” https://t.co/bC1KZMOuzb	negative
pt_train_00144	 @user Toothache 😭 at any time I may have to take painkillers and alcohol can influence	negative
pt_train_00145	 I didn't want to have dinner with matapa😐	negative
pt_train_00146	 Jorge Matavel could lose his job if they listen to Wilton	negative
pt_train_00147	 Ahhh Esteban will go down very badly	negative
pt_train_00148	 I'm losing interest in many things, almost everything, my friends are far away, I rarely talk to him, I don't know, life isn't that interesting.	negative
pt_train_00149	 @user The LORD destined man for eternity #WordExpoInAngola But sin drives man away from eternity with God	negative
pt_train_00150	@user Edjo... haven't you seen it yet? It's been talked about for two months now... Russia wants to invade Ukraine because of the pending World War II teams. And USA wants to support Ukraine. So, if there really is a war, it will be ugly. Russia is already setting up hospitals on the border...	negative
pt_train_00151	" @user Is it nice not to cook? Ish.... It's very bad, the crap of globalization, modernity, and so many other things that change certain values that are good in my view. Here it just happens """""""" pita will say haaah I'm suffering, my husband or boyfriend is sexist, I became a slave."""""""""	negative
pt_train_00152	 @user @user I'm beyond tired of this image and caption. IT'S LIE!!! Soares may have done a lot but he didn't say that. This is the invention of the DIABO and more of Vera Lagoa. What a bummer 🤬🤬🤬	negative
pt_train_00153	" It seems like only an ""oligarch""..😕 This money is tending to negative how?"	negative
pt_train_00154	Even to get mor is very complicated yh😪💔 https://t.co/VBioVorgoC	negative
pt_train_00155	 You will hardly be successful like that. https://t.co/uZ4WV6BLmb	negative
pt_train_00156	 First part of shit, elanga plays with no fucking will	negative
pt_train_00157	 Anyway... I'm a walking disaster	negative
pt_train_00158	 Now I only dress so I don't walk around without clothes, I don't even look good, man	negative
pt_train_00159	 @user Worse they don't know...	negative
pt_train_00160	 @user I'm a failure, like this scene.	negative
pt_train_00161	 Me asking to be ignored, so I don't have to chat with these people anymore 😭😭😭	negative
pt_train_00162	 @user Me and @user didn't date because of you beautiful and beautiful that stay between you 😔	negative
pt_train_00163	 Those little games of indifference, of showing that you don't care or wanting to deceive just to have the pleasure of seeing someone running after you are very rotten. May God deliver that person from you. Today.	negative
pt_train_00164	 Hmmmm, it was so bad for him. https://t.co/BIGvolwJXw	negative
pt_train_00165	 If you send this to that girl she will never talk to me again in her life 😭😭😭😭 https://t.co/UhRZCtOCNh	negative
pt_train_00166	@user Since I was born, until this year that I will turn 22, I have never received a gift on Valentine's Day.😀😀	negative
pt_train_00167	 I've always been creative since I was a kid, I invented things I moved this, I dismantled that, But I stopped because of prejudice. I wanted to look like a normal person like people who have no ideas and no vision. Today I'm this guy! The talent still exists but the feeling is gone.🚨	negative
pt_train_00168	 The problem for many is looking for a job, not work.	negative
pt_train_00169	 oh Edson himself doesn't sleep.	negative
pt_train_00170	 Using a cell is very uncomfortable, how do you manage?	negative
pt_train_00171	 Maira Santos is hurting many Mozambicans pah 😂😂😂😂😂😂😂😂🔥 https://t.co/pPd4oyWprA	negative
pt_train_00172	 Niggas so using Facebook like it's Netflix tsc	negative
pt_train_00173	 @user Unfortunately I will have to deny	negative
pt_train_00174	 Every day that passes I'm terrified of childbirth 😭😭😭😭	negative
pt_train_00175	While the delay was who??? Are you going to send me to change or update the monograph that I told you I was ready to defend 1 year ago and I just didn't do it because of you??!! Kind of like??? About what??? Where?? https://t.co/Yaf4CEFUUz	negative
pt_train_00176	 They are suffering man https://t.co/P4m6QyHeUS	negative
pt_train_00177	 @user @user @user Sin will take a whole generation to hell ┌─────•✧✧•───┐ -_ #WordExpoInAngola └─────•✧✧•───┘	negative
pt_train_00178	 Some Twitter Guys and if you think they're thin 🫂 While copying memes from Facebook https://t.co/lPGL0iRzbq	negative
pt_train_00179	 @user @user @user Sadly this generation loves sin in a shocking way #WordExpoInAngola	negative
pt_train_00180	 Since this war started, everything has gone up, even the corruption rate...	negative
pt_train_00181	 Because of sin and lack of fear, man prefers to worship another GOD except JEHOVAH! #GlobalSuperWord	negative
pt_train_00182	 What Bander is doing to this country is not normal.	negative
pt_train_00183	@user If I don't pay, they can attack me unfortunately. If I were a man I wouldn't pay it. I just got scared	negative
pt_train_00184	 What a hassle growing up, I don't like the age I'll be this year	negative
pt_train_00185	 What hurts me the most is that Natália feels a lot, charges herself a lot, blames herself a lot. She ends up not seeing the positive things in her. #BBB22	negative
pt_train_00186	 It's not just any crap that's going to call my mother a mother-in-law.	negative
pt_train_00187	 Our big problem is the traffic of unlived truths. We try to communicate what we have never experienced in our life.	negative
pt_train_00188	 Every time I see a police checkpoint, I shouldn't feel irritated and insecure, I shouldn't feel invaded and flustered. But hey! The only ones who cheer when they see police in this country are the thieves in the hands of the population. These yes are protected and cherished	negative
pt_train_00189	OK they are going to subsidize the carriers but: 1. Which carriers? The graduates? It's just that for over 10 years they haven't given licenses to flat irons (they only give them to the biggest ones). 2. Who carry the people are the clandestine 🤌🏽 and for these, the subsidy never arrived 😒 3. How are we going to audit...	negative
pt_train_00190	 Bro, vodacom business is serious. This is not going to go down well.	negative
pt_train_00191	 Today I played the worst boyfriend in the world. 😭	negative
pt_train_00192	 @user Corny because you never had to count coins to have at least One meal (I don't either), corny because you don't know how much people suffer, change the education system, pay better wages and you'll see how financial education you'll be welcome	negative
pt_train_00193	 Damn, by the number of cups of tea I had today if I wet the bed I won't come 🙈🙈🙈	negative
pt_train_00194	 You have to learn to end cycles to start worse ones 🥲	negative
pt_train_00195	The biggest pain I had was from betrayal. Trusting someone and having that trust betrayed, so instead of thinking about the attitude of betrayal that is the attitude of the other, I started to think about my attitude, before the person betrayed me, I trusted that person, that was my mistake.	negative
pt_train_00196	 Public administration and schools closed due to snowstorm in Washington, DC https://t.co/8j0ZKTy3xP	negative
pt_train_00197	 Arthur is so dramatic, aff	negative
pt_train_00198	 @user Unfortunately there isn't as this generation is totally fallen into sin #GloriousEndtimeWord	negative
pt_train_00199	 @user You're wasting your list... I don't care.	negative
pt_train_00200	 @user @user Edjo.. this drizla is bad I'm talking 😂😂	negative
pt_train_00201	 @user Howco will I know you're kidding me?😭😭 Now just accept the request to date and wait for everything	negative
pt_train_00202	 Never accept being treated in any way just because you like the person🚮 https://t.co/GplvMsQGtc	negative
pt_train_00203	Problem is you when you decide to stay a long time without dating, you don't even take a long time and you meet someone who will cheat on you	negative
pt_train_00204	 @user @user Ahh I don't know I thought out loud and I didn't even realize I was writing 😥 Worse is that he commented on innocence you know. Sorry Paul😂😂	negative
pt_train_00205	 Angry because they said that Mozambique, the country with the 5th worst HDI in the world, is poor. 🤣 You guys are crazy! 🤣	negative
pt_train_00206	 @user Ih how annoying. You'll have to cut out the foods that cause you this. I don't know if you take pills but just cutting food makes me tired just thinking about it	negative
pt_train_00207	 Trump is involved in criminal conspiracy over presidential elections https://t.co/KgFEgv50w3	negative
pt_train_00208	 in the house I should leave because the other one who arrived is very confused (and in fact she is very confused 🤦🏾‍♂️) and that she would end up breaking everything... ... And then the girl says that she entered the house and took what was her and bazou. Called me for help understanding what had happened that day	negative
pt_train_00209	😂😂 I'm losing amazing boyfriends for not living in Maputo	negative
pt_train_00210	 Here the company should have made a formal apology and refunded 50% of the amount, and then IMPROVE SERVICES, even if the top manager has to accompany each event where the company will serve. And when we hire foreigners they complain 😒 https://t.co/DY6WckWsmI	negative
pt_train_00211	 @user Really this generation is not recognizing the time of their visitation #RoadToAngola	negative
pt_train_00212	 @user The worst of all scenes is a pita who is already in bed with me still calling me boy 😭😭	negative
pt_train_00213	" Women need to get rid of this evil: """"""""Ask for Money""""""""."	negative
pt_train_00214	 @user The ones I felt in January could kill mr. I had to take myprodol	negative
pt_train_00215	 @user I would also like to know. Because everything smells like a big puppet of the “grab me sense I hit you” genre 😢	negative
pt_train_00216	 Unicef announced the death of 13 children due to the conflict in Ukraine https://t.co/TKGpJ0EzoU	negative
pt_train_00217	Hong Kong denied work visa to US LGBTQ law professor https://t.co/y1vIWR4SRd	negative
pt_train_00218	 It is likely to influence. In my opinion, you should avoid it for a while. You need to be okay 🥺. https://t.co/fU2L0XxGRA	negative
pt_train_00219	 When I talk to ugly women I feel a woman's claw in her (firmness, good ideas and such) but the cute rabuda ehhh conversation are only 1000 ways to extract money from you	negative
pt_train_00220	 @user My dream salary to be treated like nothing😭	negative
pt_train_00221	 The same friends who motivate you to pray and pursue your goals are the same ones who on the day of your victory don't applaud you and say it was luck or you have pacts with the devil. alapocrl.	negative
pt_train_00222	 I'm hungry ih 🥺	negative
pt_train_00223	 I can't 😭. The worst thing is that I see this is killing me, but even so, the desire to achieve my goals takes over my conscience 💆. It hurts to think about the same thing, it's frustrating 😩 https://t.co/fUjQ0OhJ4E	negative
pt_train_00224	@user This generation must be very careful because difficult days are coming #ResurrectionOfTheSaints	negative
pt_train_00225	 @user Worse is that it's almost always	negative
pt_train_00226	 This one deserves to be arrested just for what he says. https://t.co/uhYj7DZBQr	negative
pt_train_00227	 @user Yeah! You're right. And who are plotted are the populations already so punished by life 😰	negative
pt_train_00228	 My whole life was a lie. After all, he puts himself in the armpit. https://t.co/i4Z6a85qWR	negative
pt_train_00229	 Stomach pain humiliates yah 😭😒	negative
pt_train_00230	 ♂️	negative
pt_train_00231	 Just like there are women who erase a man's shine.💔 https://t.co/tZp59uE6CL	negative
pt_train_00232	" They ask their boyfriends for things that not even their own parents can provide in their entire lives. Reification of love. And the experts in doing this are the """"""""matchmakers"""""""", who don't even have the character to know how to deal with their parents, but ask God for a husband to take care of."	negative
pt_train_00233	These downtown men no longer have respect https://t.co/7MVmBI4Grp	negative
pt_train_00234	 @user Hell is the place of eternal separation from God. This is the worst place to be. #EmbracePreparedness	negative
pt_train_00235	 Even to be happy is difficult	negative
pt_train_00236	 @user @user Tv success I couldn't close with him	negative
pt_train_00237	 @user Been like this. This month was not good ih	negative
pt_train_00238	 03 in the morning I still haven't slept man, while I have to wake up early 😭😭	negative
pt_train_00239	 Nobody even gets intimate here anymore 😭	negative
pt_train_00240	 They are crippled from birth, suffering deceit within the church, contempt, humiliation, demands of money by false teachers of the word. And today, by just one command the Lord remembered these people. If it wasn't for Jesus, where would we be? #PromisedResurrection https://t.co/Dovt0xMd8u	negative
pt_train_00241	 It's painful to know that tomorrow is Monday 💔😭😭	negative
pt_train_00242	 @user @user @user But even so, they say that if the club doesn't win titles in 3 years, it can fall because no one will be able to accept to sponsor them. If it's true I don't know	negative
pt_train_00243	@user The only sad part is that there will be no Roadblock😭😭💔	negative
pt_train_00244	 Being a lesbian is ok, now pretending to scratch your balls, listen, it's already too much.	negative
pt_train_00245	 Even the city is all wet, but I swim😩😩😭	negative
pt_train_00246	 Yah .. I didn't want to get into this subject but sorry there 😭😭😭😭😭🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂insinsinsinsinsinsinsiving 😂😂😂😂😂😂 https://t.co/EqNqqL8r0E	negative
pt_train_00247	 “DM for partnerships”, but it only has 200 followers… Mana, you need a partnership!	negative
pt_train_00248	 But that's what they really do .. they laugh at you in front of people, make jokes and let you down .. behind so there they want dates with you tsc	negative
pt_train_00249	 @user I hope you can understand why there are several corrector errors! 😫	negative
pt_train_00250	@user @user @user @user Unfortunately our generation has ignored the Word of the Lord, God's cry for Repentance because of not receiving Jesus #GlobalSuperWord	negative
pt_train_00251	 @user @user @user @user Then he lied to his friends saying he's heard my voice ihhh	negative
pt_train_00252	 Another thing that will kill us is Corner96's good environment 👌🏾 https://t.co/Qwau4zEBUo	negative
pt_train_00253	 Mozambican when you feel like an influencer, stop following your longtime friends to follow only famous people 😭😭😭	negative
pt_train_00254	 @user Or unlucky. You can really faint	negative
pt_train_00255	 Social networks are good, but on the other hand, they also bring cowardice. Today we prefer to read messages peeking at the notification or even override read receipts so we don't seem too involved. The truth is that we are a generation of cowards. My opinion.	negative
pt_train_00256	 How long are they going to hide us? Even feijoada mode was discarded	negative
pt_train_00257	 Added to “we are 15 points clear”. Holy shit 😒 https://t.co/jqCxiGmhQA	negative
pt_train_00258	 need new glasses 🥲 but I'm poor afff	negative
pt_train_00259	 @user They'll beat you Yara, I'm too lazy to fight, please choose	negative
pt_train_00260	 The worst thing a Christian does in this generation is forsake/deny Jesus because of persecution and live a carnal life! God will judge these people. @user @user @user #GlobalEasterService	negative
pt_train_00261	 Who is behind child exploitation in Maputo City? Who is the principal? These kids who sell chocolates, Simba's and Doritos in the boxes are delegated by whom? They stay on the roads until dawn. Sinister!	negative
pt_train_00262	 You don't have to hit to hurt... The word hurts; Silence hurts; Contempt hurts; Indifference hurts. Anyway 💔😩	negative
pt_train_00263	" Football from the """"""""Penchester Urinated"""""""" is also rotten. CR7 is overshadowing. Bruno Fernandes and Pogba have complexes. Rangnick is their 3rd son."	negative
pt_train_00264	 Closing period was terrible, today last day even worse 😪✋	negative
pt_train_00265	Now they want to play dumb and pretend they haven't seen all the times that Laís was racist. #BBB22 https://t.co/P1tCoY9HCB	negative
pt_train_00266	 Eh woman is no good Deny dating request iii says you are a friend or brother iii right after I asked you for credit or money Fuck you	negative
pt_train_00267	 We should already be talking about electric cars and their maintenance. In 10 years we will no longer fill up at fuel pumps. Other countries are already running with it and we are still inventing FUTRAN to cover up the potholed roads.	negative
pt_train_00268	 Freeks has to be more careful with the comments they make to a woman. You never know when your self-esteem can be destroyed.	negative
pt_train_00269	 These boys are those compatriots who later succeed in Schools like the ISRI (UJC) and become political leaders who consequently sink the state into the moral reason they are taking revenge on the system that made them go through this in their locality. source. https://t.co/Z0is9FJrAv	negative
