ID	tweet	label
ma_train_00017	 Tourism in exchange for Bitcoin, really a wonderful and unprecedented idea. And free advertising for tourism in Morocco, as the article indicated. I hope that Morocco will rectify the situation and join the ranks. Have mercy on this happy country.'	positive
ma_train_00018	 Thales International Group Halat is an operational center for cyber security in Morocco.	neutral
ma_train_00019	 This is how the majority is for the people. God knows best	negative
ma_train_00020	 conane likid3ambety o abdsalam dar bareh hamla 9alek hejmo 3la had siyed bach ibtissam t9dar dir 3ando aflam	negative
ma_train_00021	 Report: Secret Israeli-Turkish negotiations in which they discussed managing a joint gas pipeline to supply Europe	neutral
ma_train_00022	machi darori tkhayel m3aya bnek de 5 ans chiyar chi lo3ba jatek nel 3aynina dabezti m3a jara konti kharja men bab we weld l7awma tira tutorial fe ballon jak nel 3aynina mohim tzer9atlek wekha yef haddaye9 makea dar	negative
ma_train_00023	 The government offers new gifts to the national contracting companies to attract public deals... including extending the deadlines of works, restoring guarantees, and canceling the contara amicably.	neutral
ma_train_00024	 We belong to God and to Him we shall return, and there is no power or strength but God, the Most High, the Great'	negative
ma_train_00025	 Dr. Tazi and those with him followed them on charges of “trafficking in human beings”...they have a very sour case,	neutral
ma_train_00026	 God bless Si Hakimi with success	positive
ma_train_00027	 Thanks for the effort....I wish it was the translation'	positive
ma_train_00028	hna kanmoto 3lik kifma nti b9ay m3a rafa wakha kaytkhasem m3ak rah 3ziza 3lih hna likanchofo kolchi slm	positive
ma_train_00029	 Special. Shocking details of the rape of a minor schoolgirl by Professor Fafas.	neutral
ma_train_00030	 A self-respecting and professional journalist should not ask such a question.	negative
ma_train_00031	 Thank you very much.. I read all the comments and I was pleased with your interaction ♥️ May God bless you 🌸﻿'	positive
ma_train_00032	 I agree with you, Amin Jatiwi, don't change your friend, don't hate, we are here, we see, this is the government, is Gadi Deir	positive
ma_train_00033	 And make him dwell in the vastness of his gardens, to God we shall return, and to Him we shall return'	negative
ma_train_00034	Finally, he removed one of the heads of myths, ornate dreams and loose words, for he was never a friend of the people, nor friendly to them, nor a defender of the poor. Rather, he is a copy of Fath Allah, who rises in the form of a Muslim who rises above weight without a stroke, fighting ghosts, crocodiles, demons ... the needy and the people crushed by words. Do not die for a politician, neither from near nor from afar, for he is only a clown puppet, so God does not bless you or anyone who voted against you	negative
ma_train_00035	 rfa3ti rasna w rfa3ti rayat bladna lah yhfdek wykhalik lina jtm ♥♥	positive
ma_train_00036	 Unfortunately, bribery has become rampant in our society and has become a normal thing.	negative
ma_train_00037	Since the beginning of the government mandate. 8475 new direct and indirect jobs have come into existence.. Akhannouch: It is especially important to ensure efficiency, study projects that are troubling, so the investment committee,	neutral
ma_train_00038	 9li lya 9alti chi bnat rayemchiw 3and btissam chno daro	neutral
ma_train_00039	 I don't want to see the TV of this ignorant, vile channel. I advise all free men and women to write it off, and God is rich.'	negative
ma_train_00040	 The Minister of Energy Transition: Gas was made from Spain, and here is what we have agreed with.. We have found deals with friendly countries, including Qatar, to import natural gas	neutral
ma_train_00041	 O humiliated, humiliated me, I saw you living in it, it is enough for you and more, you have become the laughingstock of the world.	negative
ma_train_00042	Samsung, come on top, I have my 6s, and a sack from one time it fell and the goods were removed.	positive
ma_train_00043	 God is the greatest, Jerusalem is the eternal capital of Palestine, and you have opened the gates of hell to you, O Jews.”	negative
ma_train_00044	 May God honor you and be pleased with you'	positive
ma_train_00045	 mezyana fihoum wakha mbs dine 🐕	negative
ma_train_00046	 We wish him all success and success.....because he is a great coach....Al-Zaki was wrong and interfered with his choice....this is what disturbs all the great coaches in the game'	positive
ma_train_00047	 The most beautiful, legs, and most beautiful people in the world, the brave people, the daughter of legs from the whole Arab world.	positive
ma_train_00048	 yalah kan9ob fin ntfrj	neutral
ma_train_00049	 Those who criticize Ben Karan are opponents of an opposition to me, and it is an authority that does not care about the status of a citizen	negative
ma_train_00050	hhhhhhhhhhhhhhhh matjawboch hada rah la9itt mne douk dzarin li ness ness lay3fo rah chb3o fih m3yor odb ja andna	negative
ma_train_00051	 Thank you, Orange Fala, our internet reaches us all the way to the valleys, and if I didn't say the mountains, Orange has ended our isolation. Thank you again, happy birthday, with more and keenness to work.'	positive
ma_train_00052	 wa ri sokti koun chi ana koun chti hadik charfa dyalma3art ach smit tasiltha bahdloha lah ybahdlhom tba3ab lblaa	negative
ma_train_00053	 You fool me, and I swear to God, may God bless you.'	positive
ma_train_00054	 hhhhhhhhhhhhh safe fda7ti l moufaj2a d momo et hatim	neutral
ma_train_00055	 Your voice is good, but I think you need to train your voice more and turn me around to give your own character in any song to each of your voice is beautiful and you are beautiful. I wish you success and success.	positive
ma_train_00056	 chad lil tfkr f hyatk	neutral
ma_train_00057	Al-Adl and Al-Ihsan divorced Al-Soloughiah, so Ramadan and Hedrat over dozens of detainees due to the prevention of student activity on normalization.. And the police: Places of neither violence nor arrests,	neutral
ma_train_00058	 saraha kay3jboni l aghani romance 3lik kter	positive
ma_train_00059	 Crying is not the sign of men..crying is the power of the weak to gain sympathy..I am not against Benkirane. Rather, a righteous man is the one who does what he says and does not cry except when he is victorious.	negative
ma_train_00060	 Morocco is a seal with NATO to arm the Ukrainian army.. The government’s official spokesman for “CODE”: The solution to the conflict is private through peaceful and diplomatic means, and the Kingdom’s position is with the territorial integrity of countries,	neutral
ma_train_00061	Wow!	positive
ma_train_00062	 Young hair young man in the prime of youth	negative
ma_train_00063	 rah ghalet ghalt f l3onwan yemchi y9elb fjiha khora	negative
ma_train_00064	 3ide mobarake sa3ide bi siha wa salama wa tawfi9e alfe mabrok li dahabia al 3alamia ahla horia	positive
ma_train_00065	 Audi Konma Benkirane, I swear to God, I did not hear the call to prayer, so Douzam is the other	positive
ma_train_00066	 Daba in Morocco, there is nothing other than Saita, the ghosts, the companions of the Bzoula and the Bejedi '	negative
ma_train_00067	 Doc lost 41 dwellings 😂😂	neutral
ma_train_00068	 Justice and development, God willing. LOL	positive
ma_train_00069	 hadchi mnin katkoni kharja f zan9a rah katchofi ghalat dyalhom anahom 3acho hyathom 3adi wnsaw camera	negative
ma_train_00070	 No evil harms us, no injustice harms us, and love for all.	positive
ma_train_00071	 May God protect you, God willing'	positive
ma_train_00072	hadchi kayn ghi fel mghrib plutôt ghi fel wydad	neutral
ma_train_00073	 The Socialist Union supported Rehab against the campaigns I was exposed to and elected her again in the Political Bureau,	neutral
ma_train_00074	 Bless us, see the people, where did they arrive, and the Amazigh is mixed with Arabic, and the Arab is mixed with the Amazigh, do it in your rice and serve your country.	negative
ma_train_00075	 “El National”: Morocco expelled Siberian activists Kano Bagin, who met with the separatist Sultana Khaya,	neutral
ma_train_00076	 Poor crooked journalist	negative
ma_train_00077	 hhhhhhhhhhhhhhh dahk rafihouum omahassin biiih ila bghaw ihadro iba3do 3la moda whadro khenzethom akbar dalil hhhh	negative
ma_train_00078	 Siri sleep before the birds wake up 🐦🐦	neutral
ma_train_00079	 chehad chi khesskum abssat haja dkhlo fiha btissam w donia rah bnadam kayntahal chakhssya	negative
ma_train_00080	oisala fi nihaya kariban 3ala hodod ikhoi algerer help me honak dolm hogra kam3 fakre intihak hokoki ana mohadad fi maghrib	negative
ma_train_00081	 Your opinion is respected, but I do not agree with you. Why will we wait for justice and development if they do not rule? Let them leave the political scene if they are honest with the people.	negative
ma_train_00082	 Alkira and Ukraine.. Russia as a threat to use nuclear weapons and its Ministry of Defense: 14 thousand killed and 16 thousand wounded by the Ukrainian army,	neutral
ma_train_00083	 You will regret this, Mounir El Haddadi. Who made you a player	negative
ma_train_00084	 This gentleman has achieved achievements that no previous government has achieved	positive
ma_train_00085	 do not like to play with lions! Priority and participation for those who have jealousy and combat over their country, and for those who participated in the exclusions, and not for an opportunist, chose to play for another country!!	negative
ma_train_00086	 law kan maw9i3na 3elach rebhou bochoucha o khelaw salma rachid ach had lghaba2 lah yeseberkom mesaken	negative
ma_train_00087	 jib chi daif jdid bhal said nassiri oulla mohamed nassib likhrj bouzbal	negative
ma_train_00088	 awel haja galina tbib de khedma hya ke les fumeurs i9edo ichedu lvirus kter ikon kdeb 3lina 🤔🤔 o 3awtani rah kan galiya tes depressive o khassk tchufi psy 9bal ma diri fe ♀️ ♀️🤷 ♀️🤷️	neutral
ma_train_00089	 The duo Karim El-Ahmadi and Sofiane Amrabat shine and contribute to winning and qualifying against Willem in the Holland Cup.	positive
ma_train_00090	 hnaya mgharba ohobna li ihab mitl hobna li hanan bas iza ab3adat 3an lmoharij ya nas mahbitouch fhmoni	neutral
ma_train_00091	 wwrawni nchofo kifach 3rafto anaha tssajlat	neutral
ma_train_00092	b7al hadchii lli khasso yb9a yhat f hissabato machi sowar 3chwa2iyya	neutral
ma_train_00093	 The press of misery, supporters of unclean secularism, the ideas of the rotten pam.	negative
ma_train_00094	 He entered the government with slogans of change, but they ruined everything. It's time to leave	negative
ma_train_00095	 3andi 4ir sawlt 9aloli momkin nsawt bnfs l2imayl fga3 lfi2at sa3a mara kayt9bl mara la glt ila 3andk chi 7al	neutral
ma_train_00096	 The essence of the general public in transactions'	positive
ma_train_00097	 ehab makhabch souhyla hit hya ghir katbaha bih	neutral
ma_train_00098	 men bab terche hiya ta3ni chi kiv li gelt ane 😉😅	neutral
ma_train_00099	 pliz akhti khasna kamlin nkhdmo 3la had hachtag f maslhat hanan	neutral
ma_train_00100	 Whosoever wills, and I refuse from my Father..'	negative
ma_train_00101	 Prices Daira Al-Gron Fcolci.. Minister of Equipment: Al-Bunni materials have increased greatly due to transportation costs,	neutral
ma_train_00102	The crisis of the “Contra masters” .. Benmoussa: We have achieved a number of demands for them, the latest of which is the involvement of the “CMR” and we have expressed to them a number of times our willingness to open a frank discussion,	neutral
ma_train_00103	 khes ykoun 3ndk dakchi dyal n7as bech tvalidi dif b 11 ou nta kan 3ndek 225 f controle	neutral
ma_train_00104	 good luck for ur concert tonight hbib dyalna 🙏akid 7atewlaa3ha🔥bas kanet 7atewla3 aktar law kunt ana mawgouda 😔💛	positive
ma_train_00105	 My sister, Laila, may God make you successful and make all your difficulties easier. Tell me the general topic of me, Atawkoum, in the financial match, may God have mercy on the parents. Here is my number for WhatsApp.	positive
ma_train_00106	 chi wehdin ybano ghi f chofo m3ana had lmo9abala min jito jito beda 3awno m3a f teswiit wela tedkhlo ghi 3la hsab lmeslaha	negative
ma_train_00107	 You are my star	positive
ma_train_00108	Senior officials in the Spanish Police and the Civil Guard: The government's support for the autonomy initiative contributed to the resolution of the outstanding security issues,	neutral
ma_train_00109	 ach daret 3awod mbc hhhhhhhh daba nedkhol d cava azin kander tlila hna wlhih d belya khayba	neutral
ma_train_00110	 No God except Allah. God have mercy on the student Shadi. And be patient, Mimo. Lee died Maamr Attawak and Kha Ataok world money all. We belong to Allah and to Him we shall return .'	negative
ma_train_00111	 Until I find work, dignity, and freedom, and...... then I think of the desert. This matter does not matter to me at all. Thank you	negative
ma_train_00112	 I sincerely hope that I will no longer see the pictures of this person on this platform. Enough suffering.'	negative
ma_train_00113	 I absolutely reject the participation of this player in the Moroccan national team.”	negative
ma_train_00114	My example is my Messenger, our master Muhammad, peace be upon him, may God’s prayers and peace be upon him’	positive
ma_train_00115	 j pense dakchi d charikat mohal tjawb 3lih nsswlo 3la hafalatha o aham haja tour o fo9ach ghada l uae	neutral
ma_train_00116	 Downloading protection and cutting with clearance, building ships.. Ait Taleb: We sent the commandments of the infection council to all officials and allocated more than 6 billion dirhams for maintenance and renewal of equipment,	neutral
ma_train_00117	 The problem is one Mohsen from one of them, all of them are Shafa Benkirane, they need a unit, Taithla, Virus, Kabier, on the back of the poor, Hadshi Bash is Zain	positive
ma_train_00118	 We were sympathetic to you, but now I will be the biggest opponent of you. Sold the leader Ibn Kiran'	negative
ma_train_00119	Nizar Baraka Kaa on parliamentarians for me to criticize the government.. and a parliamentarian for “Code”: We can’t keep silent and the people can’t eat the beat,	neutral
ma_train_00120	 The huntress is only concerned with their own interest, and there is no power or strength except with God.”	negative
ma_train_00121	 tfarji fl vedio walaw ghir mara bach tfahmi ach kayn wana manhmalch chi had ana ba3da manchofoch aslan machi ntab3o n3ayar fih	neutral
ma_train_00122	 Burning a piece of cloth of violence and terror?! But the occupation and the killing of children and youth and their arrest are so cute	negative
ma_train_00123	 An irreversible walk. Below the level and any team that will sign this loser will be in the second division.”	negative
ma_train_00124	 The Moroccan Sahara, with all who can bear the word, always Morocco #until God inherits the earth and those on it'	positive
ma_train_00125	 dkhlo hna chufo chnu tari	neutral
ma_train_00126	 lli bgha yechri taykhaless hadik jou9a dyal les labels	neutral
ma_train_00127	An exam from God Almighty to test your ability to be patient. God Almighty will reward the believers for what they were patient. God strengthens you. God strengthens you, Lord.	positive
ma_train_00128	 chofi homa fach ghadi i7a9o hadak achi li bghaw maghadich tb9ay tchofihim fi ta9 ta3 ihab	neutral
ma_train_00129	 hadi li khassha wissam machi dounia batma	neutral
ma_train_00130	 I listened to Benkirane's speech, the content arrived, and he made fundamental reforms that are not visible to the citizen. In fact, the people are servants with other parties, and we will vote for justice.	negative
ma_train_00131	 ra hiya a hbiba li dart lih wahad l9alba khayba	negative
ma_train_00132	 Nabila Muneeb Amalna	positive
ma_train_00133	 sa7afa d l9lawi qui partage la video des enfants avant dakchi li w93 a bouzni9a	negative
ma_train_00134	 a ghir mwenshoum wellah 😂😭😂😭 w brasserie la cigale in casablanca grand casablanca	neutral
ma_train_00135	 chi nas kihdro m3ak ghir ala wed ewa kayn chi titiz kayn chi kayn chi wa siro 3tiwni bti9ar afak	negative
ma_train_00136	The United Nations envoy for the desert: Gadi Nadir, a regional tour of the region	neutral
ma_train_00137	 The Justice and Development leadership attacked the government because of the “Forsa” program: 2.3 billion centimes of public money was spent on advertising and influencers.	neutral
ma_train_00138	 wayeeh serbia 9rit kano ki9tlo les muslims hhhhhhhhh mais daba mab9awch o lah o3lem	neutral
ma_train_00139	 la façon bach kayflowi fih dik lfr7a dial lah wa akhiran l9it la rime 😭😭	positive
ma_train_00140	 raki f chahal mabantich wla rani ghalta	neutral
ma_train_00141	 Bouayach: Sexual extortion is one of the crimes of human trafficking, and the rate of sexual exploitation is links to 50 percent of the total of these crimes globally in 2020,	neutral
ma_train_00142	Where is the government, where are the social institutions, where are the associations that have become sustenance for the people without providing anything?	negative
ma_train_00143	 Ammouta is the best Moroccan coach.	positive
ma_train_00144	 dok rimat li kaylo7 ljassous fkroni f dak dessert w lkhdra li kayb9aw f l3chia dial sou9	neutral
ma_train_00145	 Thank you brother, the news was posted this morning.	positive
ma_train_00146	 And deductions from the wages of simple employees and the parliamentarians’ grant for the expiry of the tenure	negative
ma_train_00147	 sbah lkhir bety kent kanftar sbah ou tfakartek mazal kantssna f follow dyalek ghadi nktb lik kl nhar	positive
ma_train_00148	 After the loss of the prime ministership and the loss of the party's general secretariat, we officially announce the end of the bad Ben Kiran phase.	positive
ma_train_00149	 lllah akbar kabira wallah ajmale khabar sam3to fa hayati ana3lato llah 3la dalime	negative
ma_train_00150	 Every year martyrs without reckoning God is sufficient for us and He is the best agent	negative
ma_train_00151	ya3tih l3az hit rajal jazayri 9ohh hada howa hna natmanaw yji 3andna n3amlo lih sti9bal wa3ar	positive
ma_train_00152	 Zaki is in the same condition as Ben Sheikh Al-Jazaery, the same mentality	negative
ma_train_00153	 A new case of wasting public money, in which 8 people, including officials and security officials, will be investigated. All of the defendants were taken to prison,	neutral
ma_train_00154	 Report: The Moroccan army is negotiating with international companies to buy advanced military armored vehicles.	neutral
ma_train_00155	 A disappointing blow to the far-right candidate coinciding with the presidential elections in France.. European Anti-fraud Office: Marine Le Pen Fayette Hervat for 600 thousand euros,	neutral
ma_train_00156	The strikes of the Moroccan diplomacy erupted in an earthquake, and a number of positions of responsibility, Valdzire.. Graw on 16 officials in the Ministry of Foreign Affairs and Lussao, a movement of new appointments,	neutral
ma_train_00157	 nas dial jihawi ra ha kadbin elina daro lina labe9 zeema jam3in lwra9 bash il9aw bash ichwiw ryossa nhar l3id	negative
ma_train_00158	 trans almou nta w zhrak t9dar tti7 f wa7d jdid 7ssan mn ctm c+ o t9dar tti7 f wa7d kfass mn trans kam 7ni9za 😅	neutral
ma_train_00159	 nta machi m3ana 7na lghlade ga3 😤	negative
ma_train_00160	 More than just a club	positive
ma_train_00161	 We can see that the dials of the comments are clear to the people...the Moroccan dialect is good and the rest of the good is good.	positive
ma_train_00162	 z3ma chkoun li baghi yt3lm l arabe	neutral
ma_train_00163	 💞Humanity is love, peace and coexistence for all'	positive
ma_train_00164	 hdana hhhhhhhh wa mn chhal hadi chi 5 ans	neutral
ma_train_00165	 mabrouk 3 l clip samo helo ktir	positive
ma_train_00166	Personally, I do not see any picturesque scenery, all that shows the lack of organization and the randomness of the place. People who care about profit, quality and cleanliness in the news. Some snow over the dirt in a disaster area'	negative
ma_train_00167	 ana makanchouf hta 3enza hit bloc howa ssilahi oila derto bhali ghathenaaw	negative
ma_train_00168	 May God have mercy on the late genius artist Abdel Halim Hafez, who was less than his counterpart in the time of mediocrity and the intended and systematic lethargy in our country. No words for melody heal our orphan taste.	negative
ma_train_00169	 great words'	positive
ma_train_00170	 the good voice'	positive
ma_train_00171	 Praise be to God who has helped us to the extent of our infrastructure. '	positive
ma_train_00172	 ah 3lach mafkhbarkch rah ta3i rah a=9ad a3dara man andar goliha tjarab tji bach ntlagaw liha had bab lmatar blhrawat hawajhi ok	negative
ma_train_00173	l2oghnia dyal chawki w souka m3ahom fiha two tone wa9ila p hadchi li ban lia w lah a3lam ^^	neutral
ma_train_00174	 A new leadership for “Al-Bam” in Al-Hayi Al-Hasani Fkaza	neutral
ma_train_00175	 The events of the “February 7 session” in the Fez group.. The judiciary is the answer to the defense of Mayor Al-Baqali before the decision, Fahd Al-Dawsi,	neutral
ma_train_00176	 first-class politics	positive
ma_train_00177	 Oh, Sero, you serve Rakum as the blood of blood for the servants of God, for the public and the private are not harassed.”	negative
ma_train_00178	 chno logiciel li katkhedmi bih bghit ta ana ndir tasamim	neutral
ma_train_00179	 Sheikh Yassin lived an honest, virtuous, ascetic, upright man, and he died on that, so he is worthy of emulation.”	positive
ma_train_00180	 Trump would not have taken this decision had it not been for the green light from some Arab rulers, especially Mahmoud Abbas and those around him, and thus he has exposed their nakedness.	negative
ma_train_00181	ou wahed lhaja omggg daba ana je parle pas souvent a aym ou hua kan baghi iakhed dftari while knt kan3red l9or2an ou ou 3iyet	neutral
ma_train_00182	 Justice and development created by God	positive
ma_train_00183	 ychedha lik ywsaa lik said	neutral
ma_train_00184	 hhhhhhhh haja limatchbeh molaha hraaam hhhhhh iwa khassna ghir nberdo bhal ibtissam	neutral
ma_train_00185	 From Daba, the program for the next government is written!!!!! What is the point of the elections, then????!!!!!!	negative
ma_train_00186	 dakchi dyal khfif drif p	positive
ma_train_00187	 where are those 😍😍😚 kanchofo ghir 9a3 d tanjra hnaya w 3ad zaydinha benefkha 😒😒😒	negative
ma_train_00188	 ghir ntssadro rej3o emails lisaybna nssawto bihom if face bdina hamla kanhelo les emails	neutral
ma_train_00189	 nsite a samira lbare7 kente f paris 😂😂 3nd jada 😷😂😷 w rada ranmchi l souide 🔫🔫💣 wf ljomo3a r nmchi l ksa nzidek wla brak🙇	neutral
ma_train_00190	 avec la canicule rah lwahed tay doub	neutral
ma_train_00191	 allah ywaf9ak wysahal 3lik ya rab	positive
ma_train_00192	 day before the arrival of the Minister of Foreign Affairs of the Sibelians to Morocco. Opening of consulates in Dakhla for South American and African countries,	neutral
ma_train_00193	 ihaaab nta tstaleel la9ab o nta charaftii l maghreeb tkp pas hna mftakhriin biiik wlah ila raak charaf l mdint asefi kan7ma9 3lik	positive
ma_train_00194	 We are all Benkirane and we are all with you	positive
ma_train_00195	 daba nti mghribya bezaf 3lik akhti tgouliha wakha bdehk o had lmra bagha tm3ch9i f habib l9alb diriha mais b3id 3la hanane ok	negative
ma_train_00196	 bb sawti m3ana hna plz hahya tari9a	neutral
ma_train_00197	 Nabila Mounib is the one who has the solution [[PHOTO]]	positive
ma_train_00198	 My heart is my guide, and my heart is upon you.	positive
ma_train_00199	 The pride of my country A thousand million congratulations, Abu Mecca, you deserve it with a sweep, you have no competitor, you are the pride of Egypt and the Arabs, we love you seriously, may God help you	positive
ma_train_00200	 Wholesale scandals and hard currency in all areas!!! '	negative
ma_train_00201	El Pais: Companies in the Canary Islands are afraid of the competitive strength of Moroccan companies.	neutral
ma_train_00202	 Shame and shame for this government that is misleading the world and Moroccans by misleading public opinion with fake achievements and the people are living under the threshold of poverty	negative
ma_train_00203	 mskin o hwa mnin 9aliha bla terbaya bla akhla9 mslahjya ananya matjrhatch ach ngoulikom lah y3tikom l3z ama dl rakom fih	negative
ma_train_00204	 eih sabab l9araratmana tkoun a7walik bikheromatkonch haja khayba hiya li 2adit li ha l9arar	positive
ma_train_00205	 tfo kon ghir knt lpharamacie 7ala dak nhar	neutral
ma_train_00206	 The Bensalah family will own the Bank of Morocco. shrato of Francis,	neutral
ma_train_00207	 7ta ntl3 l tanger w njibalk	neutral
ma_train_00208	 charaff liya khtii abi ikhalikk	positive
ma_train_00209	 I love the religion of Islam and listen to Muslim scholars'	positive
ma_train_00210	We ask you success and success from God. The thing that we do not understand is why the state does not care about the affairs of people with special needs in transportation and a monthly income that preserves their dignity and compensates them for their position and their right within this country.”	negative
ma_train_00211	 The sins of the retirees that you have increased for three years without right, unjustly and aggression, we will not forgive you.	negative
ma_train_00212	 sadmati f anis aktar min wasim lboldan kolha mtahda ela lmghreb l3arabi	neutral
ma_train_00213	 en plus hna ma3ndna ta haja dad chi hd kolhum mgharba btissam chj3naha o ba9in m3aha o lokhrin lah y3awnhum twfi9	neutral
ma_train_00214	 merci habibti lea wallah mafi menak kelek akhla9 wtiba mabtinsa hada batmanalek kel najah bmot fik ana	positive
ma_train_00215	“Basij” Dozo is a person of the General Agent Festat. The stolen goods were kishri, the case of the “Kilo” gang, which they ran as a blade, and they killed a merchant who killed Al-Sawalem in 2015.	neutral
ma_train_00216	 hbiba achno kalimat oghniya bghit nssma3 lihaa	neutral
ma_train_00217	 Congratulations, dear people of Morocco, to the wonderful artist Saad Lamjarred.	positive
ma_train_00218	 The player is not registered in the team's home list.	negative
ma_train_00219	 non matkatbo lih walo aslan howa ma3arf walo w rah rj3at lih follow bla matkbroha	neutral
ma_train_00220	 hbiban caad cv 3lik db librak trnii fa3rsooo chno ydiir blizz jwb ila kan 3ndak chi wa9ttt	positive
ma_train_00221	 plz matdwiha 7ta f chi wa7d ila mtaf9in khliwna n3awno wakha hi bretwet	neutral
ma_train_00222	 Even if Al-Bijdi wins, he will not be able to form a coherent government and no confidence will be withdrawn from it	negative
ma_train_00223	 So we were going out 😂	neutral
ma_train_00224	Really, this is why I demand and we demand that this ideology be fought with the economy, religion and the media.	negative
ma_train_00225	 A thousand congratulations to you, star of the stars 🌟 Morocco's first international Douzi 💖 Lord of success for success'	positive
ma_train_00226	 I swear to God and brother, you cry blood for them, the biggest selfish, obstinate and arrogant government of Morocco has ever known	negative
ma_train_00227	 Son, you missed the train, we were elected without you, and even if we lose, it's okay. '	negative
ma_train_00228	 The state of thieves spends billions to encourage corruption, your account is with God	negative
ma_train_00229	 iwa siri hta tsam3ih mzyan rah 3douya li kayhdar ou yhkam bla mayssma3 ok	negative
ma_train_00230	 wach katntadri mna nssaf9ou liik chej3iha f tissaaaa3 madam baghana n3tiwk tissaaaaaaaaaaaaaaa3	neutral
ma_train_00231	“Hypocrisy,” Sheikh Aouita Lee, activated “Forsa” launch. Extremist views against state institutions and accused the Ministry of Awqaf of serving the pam, the elections, insulting the free people, questioning the capabilities of the security services, and likening Akhannoush to Sisi and defending Turkey against his country.	neutral
ma_train_00232	 The truest Moroccan politician who has passed through successive governments..'	positive
ma_train_00233	 malicious for malicious'	negative
ma_train_00234	 Rocherchi from Interpol, she asked until she was tired and fell to Morocco,	neutral
ma_train_00235	 ghada l bety o katwassi fiyaa gheda ghanfay9k bekriisa3a m3amn hhh	neutral
ma_train_00236	 We are young Moroccans abroad who are sympathetic to the Justice and Development Party. We are all in front of the TV, waiting eagerly for this TV interview, may God bless you, Mr. President.	positive
ma_train_00237	 aaah eraft lghunia mais makan3rafshi bli hada l3unwan diala😂😂	neutral
ma_train_00238	 ask the Almighty to take revenge on these responsible people in this world before the next. The mother of the hereafter, there is no escape from it with the Almighty.	negative
ma_train_00239	 aw safi khali hada daba taf9o 3la hada li ktabti	neutral
ma_train_00240	 hada lidar hadchi ollah ta ghayt3deb f l9br hhhhh	neutral
ma_train_00241	 wlah ya babaha wojat nlemaghrib ya7ta ndiroliha 3aha mosetadima bach nweriwha mgharba chkaysewaw	negative
ma_train_00242	 The OCP of Morocco, amending the Finance Law, freeing the state budget and pumping 8.1 billion dirhams into the treasury,	neutral
ma_train_00243	 awal soal kanjawb 3lih khatae o marbaht ta no9taaa hhh	neutral
ma_train_00244	 Zoo and there are still people who do not believe in the theory of evolution	negative
ma_train_00245	 The knocking in the police continues from Hamoushi to the one who left Kiferto, and the law is enforced in the Serbes.. The arrest of an excellent police inspector and the interrogation of security personnel, and here is why,	neutral
ma_train_00246	The Justice and Legislation Committee defends individual liberties: its promotion and protection in order to create a climate of trust,	neutral
ma_train_00247	 Alparis: Canarias Gikon has a representative, so the negotiations for the demarcation of the maritime border with Morocco are in progress.	neutral
ma_train_00248	 How wonderful are your words.... my greetings to you.... I hope everyone will take your words as a lesson for life....to walk towards'	positive
ma_train_00249	 Hadi Agenda, Mercan Foreign Minister Lee Gay for Morocco, and Ghadi receives Mohamed Benzaid and Daws for Algeria,	neutral
ma_train_00250	 ratb9a dima mghribya hadi 9adyat hayat aw mawt bnssba lmgharba	neutral
ma_train_00251	 Khalihenna, coordinator of the “CDT” group, in the “Code” council of advisors: The government majority is unable to manage this stage, and Kayna Ruwayna manages the education file.	neutral
