text	label
ባህር ዳር ከተማ ከ ኢትዮጵያ ቡና  ቀጥታ የውጤት መግለጫ	neutral
ፅኑ ሰአቢ አለህ አንተ ምን አለብህ	neutral
ታኬ ለታብሌት ስል የጎልማሳ ትምህርት ልጀምር ነው	positive
ዘመኑ የቴክኖሎጂ ነው በማስረጃ እና በመረጃ ነው አንተ ከእውቀት ነፃ ስለሆንክ አይፈረድብህም የፈለከውን ጋዜጠኛ አምጣለት በሩ ክፍት ነው	negative
እመንእንጂአትፍራ   የእግዚአብሄር ስራ ግሩም ድንቅ ነው  ጥንታዊ ገዳም ማርያም ጠሞዞ  ደቡብ ትግራይ  አላጀ ቦራ ቸለና 	positive
ለመላውየክርስትናእምነት ተከታዮች በዉጪም በሀገር ውስጥም ያላችሁ የሀገሬ ሰዎች ወምድሞቼና እህቶቼ  አባቶቼና እናቶቼ	positive
አዲስ አበባ ላይ  ለውጥ ለማምጣት የሚሰሩት ሰበታ ቡራዩ እና ለገጣፎ ላይ    እንዲካሄድ እውቅና የሰጡት ኢትዮጵያ ሱሴ ደህና ነዎት 	negative
እንኳን ለጌታችን ለመዳኒታችን ለኢየሱስ ክርስቶስ የልደት በአል በሰላም አደረሳችሁ	neutral
        ለንደዚህ አይነት ደደብነት ስህተት ሁላችንም ንሰራለን ግን ያን ስህተት አቅፎ መ	negative
ልብ ብለሀል የሚቀጥለው የአሸባሪዎች ምሽግ ወይም ቶራ ቦራ የባሌ ተራሮች ናቸው ለሚመለከተው ሹክ ካልን ሰንበትን	neutral
ምን አገባህ  የትግራይ  ለትግራይ ህዝብ በሚጠቅም መንገድ ነው መስራት ያለበትአጨብጫቢ አይደለም	negative
እውነተኛ ዲሞክራሲ ስለተመሰረተ እንደግፍ ያለ ተፎካካሪ ድርጅት የለም	negative
ዳዊት መለሰ ምርጥ ሰው ሁሌም ዘፈኖቹ እኮ አዲስ ናቸው ጥንቅ ብለው ተለፍቶባቸው የተሰሩ ናቸው መቼ ይሆን አዲስ አልበም ሚያወጣው 	positive
ሆነ ፀጋንና እውነትንም ተመልቶ በእኛአደረ አንድ ልጅም ከአባቱዘንድ እንዳለው ክብር የሆነው ክብሩን አየን ዮሀንስ ስለእርሱ መሰከረከእኔ በኋላየሚመጣው እርሱ ከኔ በፊት ነበረና ከኔ ይልቅ	positive
ማታ ችግር ነበር እንዴ ሰላምዬ 	neutral
ስለ ድርቁ ደግሞ ምን አገባቸው ይሄ የውስጥ ጉዳያችን አይደለም እንዴ	neutral
ትንሽ ይቆይጅጅጅጅ እንዴዴዴ 	neutral
ተቀዳሚ ተግባሩ የዜጎችን ደህንነት ከጥጋበኞችና ከስርአት አልበኞች መከላከል ነውይህን መሰረታዊ ተግባር መፈፀም የማይችል መንግስት የሰፈር ጥጋበኛ መጫወቻ ነው የሚሆነውበአንድ ሀገር ላይ	negative
  ታዋቂው ፊዚከር ፕሮፌሰር ክራውስ  ደቡብ አፍሪካዊ ቡሽሪም ይሁን ካሜሮናዊው ሀበሻ ሚስት ያለው  ነብይ  ባይ ነኝ  ሁለቱም ሌባ ናቸው ይላሉ	negative
የትራፊኮቹን ጉቦ መቀበልና እዝላልነት በሹፌሮች ብቻ ማሳበቡ ተገቢ አይደለም	negative
  እንኳን ለገና በአል በሰላም አደረሳችሁ እያለ በአይነቱ ለየት ያለ የ የአየር ሰአት ስጥታየገናን በአል ምክንያት በማድረግ እስከ ጥር  ቀ	positive
እቁብ እና እድርም ሳይጀምሩ አይቀርም እንደ አያያዛቸው ሆ	neutral
አሜን አሜን ይሄ ምርቃት የገና ስጦታ ነው 	positive
ግድያው አማራ ክልል እገታው እውነት ከሆነም ወለጋ ነበር  የራስ ወገን ላይ ሲፈፀም ምናምን እያሉ የራስን ውሸት  ሌላውን መጋት እና የራስ	negative
የለማ መገርሳ ነገር ግራ የሚያጋባና ድርጂታዊ አካሄድን ያልተከተለ መሆኑ ከጀርባ ያለውን ለማዎቅ ያጋጋል በትንሺም ቢሆን የፌደራሊስቶችን ቀልብ ገዝቷል  ለማንኛውም ሁሉንም በትገስትና	negative
ፕሮፌሰር ብርሀኑ ነጋ አቶ አንዳርጋቸው ፅጌ እና የድርጅቱ ከፍተኛ አመራሮ እንኳን ወደ እናት ሀገራችሁ ኢትዮጵያ በሰላም  ገባችሁ	positive
ስም ከመቃብር በላይ ይውላል ይሉሀል ይህ ነው	positive
ትችቶቹም ሙገሳዎቹም በቀሀስ ግለሰባዊ ስብእና ላይ የተንጠለጠሉ ስለሆነ እዛው እንቆይእስኪ በዘመንህ ሚዛናዊ ሆነህ የንጉሰ ነገስቱን ስብእና ያነፀርክበትን አንድ ትዊት	neutral
ኛ እር በበሀሪው ረቂቅ ነው መንፈስ ነው አይታይም ረቂቅነቱ ወደር የለውም ከንፋስ ከመለአክት ከነብሳችንም ይበልጥ የረቀቀ ነው መልአክት ከረቂቅነታቸው አንዱ ባንዱ ውስጥ ሲያ	positive
ሀይማኖቴ ፍቅር ነው                                   ሀይማኖተይ ፍቕሪ ኢዩ	positive
ሁሌ ተስፋ ብቻ	negative
በእኛ ጊዜ  ተማሪዎች  እያለን ጉተማ  የሚባል የትግራይ ልጅ ነበር ወይ ጊዜ ደጉ 	neutral
ሳያችሁ ግን ሶስተኛው የአለም ጦርነት ጉዳይን ከመጤፍም አልቆጠራችሁትም	neutral
የሆነ የማላውቀው ቦታ ይወስደኛል ይሄንን ዘፈን ስሰማ	neutral
ልክ ነህ ሳልጠራ አቤት ነው ምለው መረጨት ከሚፈልጉት ውስጥ ነኝ	neutral
ረጅም ነኝቀጭን ነኝየደረቴ አጥንት ያምራልቆዳዬ በጣም ንፁህ ነውአይኔ በጣም ያምራልስለዚህ  ድረስ የአለምን ፋሽን ኢንዱስትሪ ባንኳኳ ሊያስከፍትልኝ የሚችል ነገር አለኝወደፊ	positive
እኔ አድናቂዎ አይደለሁም  የቅርብ ጓደኛዬ ነኝ	positive
ዘመን ሁሉም ነገር ወደ ጦር ግንባር ሲባል እየሰማን አደግን  አሁን ደግሞ በኢኮኖሚው ዘርፍ ሁሉም ሀብት ወደ አዲስ አበባ እየተባለ ነው ይሀው አሁን ደግሞ ባለ ሀብቶች  ቢሊ	negative
ድንቅ አባባል አመስግናለሁ	positive
ፍርሀት ይሰማኛል  ንፁሀን ወጣቶች በማይረባ የፖለቲካ ቁማር ህይወታቸውን የሚያጡባትን ኢትዮጵያን ሳስብ  ቤተሰብ ልጄ ደርሶልኛል ብሎ መርቆ ሸኝቶ አስክሬን ሊቀበል እንደሚችል ሳስብ	negative
በጣም ረጅም ነኝቀጭን ነኝየደረቴ አጥንት ያምራልቆዳዬ በጣም ንፁህ ነውአይኔ በጣም ያምራልስለዚህ  ድረስ የአለምን ፋሽን ኢንዱስትሪ ባንኳኳ ሊያስከፍትልኝ የሚችል ነገር አ	positive
ለማ መገርሳ ሆይ የቀድሞ ወዳጅህ ናሁሰናይ ከመቐለ ይህን ባለ  ነጥብ መልእክት ልኮልሀል   ጠባቂዎችህን ሙሉ በሙሉ ከአብይ ንኪኪ እና ትእዛዝ አፅዳ የጥበቃ ጥንካሬው ሶስት	negative
በጨለማ ነፍሳችን ውስጥ  ይህ ሰው በመንፅሄ ጉድጓዶች ውስጥ ዘላለማዊ ተስፋ መቁረጥን ለመቅጣት ቴይለር ስዊፍ ጋኔን እንፀልያለን	negative
እንደው ምን ላርግህ  ሀገራችን አንተ ስላለህላት እደለኛ ነን  የገባቸዉ አሁን ያደንቁሀል 	positive
ድንጋይ ራስ ደደብ ለሌላ ጊዜ ሀሳብ ከሌለህ ይሄ ቁልቋል የቀደደውን አፍህን ዝም ብለህ አትክፈት በል ከዚህ ሹልክ ብለህ ጥፋ	negative
ሴት ብሆን አይደለም ይሄን በሬ ወለደ ብልሽ ታምኚኝ ነበርእድሌ ነው	negative
አንድ ቦታ ለህዝቦች አብሮነት አይበጅም ሌላ ግዜ ለአፈፃፀም አይመችም ሲል ነበርግልፅ መደረግ አለበት	negative
የብልፅግና ፅንሰሀሳብ ቁሳዊ መንፈሳዊና ስርአታዊ በማለት በሶስት ይከፈላል  ዳንኤል ክብረት  ሰው በሰውነቱ ብቻ ክብር ማግኘት ሲችልና ነፃነቱ ሲረጋገጥለት ወደ ብልፅግና የመድረሻ	positive
አማራ  ጠላትህ ቤትህ ዉስጥ ነዉ ያለዉ አማራን ወይም የክርስትና እምነት ተከታዮችን  ቆራርጠን ነዉ እምንጥላችሁ    ባህርዳር   ላይ ለአማራ ህዝብ የተሰጠ ማስጠንቀቁያ	negative
 መስጊድ የተቃጠሉበት ሙስሊሞች በሰንበት ስራ አትስሩ ተብሎ በሚከለከሉበት ሙስሊም ነጋዴ ጅዳ ልጅ ስላለህ የገቢ ግብር ይጨምራል የሚባልበት ክልል ላይ ሙስሊሙ	negative
ለምን የገንዘብ ማሰባሰብ ዘመቻውን እንደጀመርኩ ይቺ ፅሁፍ ተጨማሪ ማብራሪያ ትሰጣችኋለች የሚል እምነት አለኝ    እለታዊ የኑሮ ውጣ ውረድና ትምህርት በብርግነትና አካባቢዋ	positive
ሳምሰንግ ጥሩ ኩባንያ ነው	positive
በሬ ሻኛ ከሰው በላይ ያውላችሁ	positive
ወልቂጤ ከተማ የስድስተኛ ሳምንት ጨዋታውን በሜዳው ያከናውናል	neutral
በፈሳሞች ላይ ቢጀመር ጥሩ ነበር	negative
መልስ   ሰማይ ከፍ እንዲል አንተም ክብርህ ከፍከፍ ያለ ለማለት ነው መቅ  ሀያላንን በሰማይ ይመስላል ለምሳሌ ሰማያት ስሙ ሲል ሰማይ እሚሰማ ሳይሆን ሀያላን ስሙ ይላል  ሌላው	negative
ዌል እንግዲህ ከሜሞሪ ሎስ እና ከስኳር በሽታ መምረጥ ነው እያሉን ነው 	negative
አክሱም ዛሬ            ሰላም ለሀገራች ኢትዮጵያ	positive
ሚዲያወች እባካቹህ የምታቀርቡትን በደንብ እወቁ ህግን ያክል ነገር የወጭዜጋ ያከራየ የሚለውን የሳደረ ያከራየ በሰባ ሁለት ሰአት ሪፕርት ማድረግ አለበት ብላቹህ ለማዛባት የሞከራቹህ ል	neutral
በሊቢያ በጦር ማሰልጠኛ  ተቋም ላይ በደረሰ ጥቃት  ሰዎች ተገደሉ	negative
የፌደራሊስቶች ህብረት የሚባል አዲስ ግንባር ይመሰረታል የሚል ነገር ሰምተን ነበር ምን ያህል እውነት ነው	positive
አገሪቱን ለዚህ ቅን ሰዉ ተዉለት እኛ ከዶክተር አብይ ዉጭ ማንንም አናምንም	positive
ሲጀምር ጀዋር ሳይሆን የሰባዊ መብት እየጣሰያለዉ አብይ ነዉ የህግ ከለላ እየሰጠዉ አብይ ደሞ የመንግስትን መዋቀር እየተጠቀመ ሰዉ እያስፈጀና የዘር እልቂት እ	neutral
አረቢያ ጥረቶች በአፍሪካ ወንድማማቾች መካከል ያሉ ልዩነቶችን ለመፍታት አግዟል የመጀመርያው የጥረቷ ፍሬ የሆነውም የኢትዮጵያና የኤርትራ የሰላም ስምምነት ነውየሳኡዲ አረቢያ የአፍ	neutral
ለኢትዮጱያ ህዝብ ብሎ  ተጥዶ እሚያድር መሪ አለን እና እልል በሉ እንደውም  እያለ ሁላ ለህዝቡ ክብር ሲል ይኮምታል	negative
ጭቆናን ከማሰወገድ ዷምከራሲያዊት ኢትዬጵያን ለመፍጠርና ሀገራዊ ቅቡልነትን ለማረጋገጥ መተግበር ያለበት አንዱ ጉዳይ እርቅና ሰላምና ብሄራዊ መግባባትና በሀገራችን ማሰፈን ነው አ	positive
ã    ልዩ መንገድዎን እና የእናንተን እያንዳንዱን ዝርዝር እወዳለሁ እኔ የተቻለንን ሁሉ አደርጋለሁ ምክንያቱም ስለምወድህ ሙሉ በሙሉ እወድሀለሁ	positive
ይቅር እንበል ቁስል የሚሽረው መንፈስ ሚያገግመው ያለፈ ቀን ህመም ግርሻ እማይሆነው ልባችንን ከፍተን ውስጣችንን ገልጠን በንፁህ ልቦና ሁሉንም አድምጠን ነገን ለመለወጥ በጋራ ተስማምትን በደልን	positive
የሚደንቅ ነው እሺ ስለ ፕሬዝደንት ነጋሶ አሿሿም የተናገረውስ መፅሀፉን ያነበበ ሰው እግረ መንገዱን ቢያረጋግጥልን ሸጋ ነበር	negative
ጎዳና እና ካናል ካፌ  ጣና እና ረውዳ ሆቴል ለተዝናነዉ  ባጃጅ ሳይኖር በፔጆ ተሳፍረን የሄድነው  ከትምህርት በሀላ ቁርቁራና ለበንያ የበላነው   ብርቅ ሆ	neutral
ሊን በጣም ቆንጆ ልጅ ናት	positive
እንደ አዲስ የሰራችው ላይ	neutral
አህመዲን ጀበል የሚባሉትን ግለሰብ አቻምየለህ ታምሩ እርቃናቸውን ነው ያስቀራቸው ውሸት ሁለተኛ እንደማይደግሙ ተስፋ እናረጋለን ይሄው ነው	neutral
ተምራ ከልተማርክ  ተማራ ከሚበል ሰትማር በንፁህ  አእምሮ ብትኖር ይሻለል 	positive
የተበላበት እቁብ ነው እባክህ	negative
ክብርት ሚንስተር ይኽን መልእክት ለማስተላለፍ ሰው መሆን ብቻ በቂ ነው	positive
ይህቺ አገር ወዴት እየሄደች ነው ህዝቡስ ወዴት ለመሄድ ነው የተሰለፈው ሹፌሩ ረዳቱ እና ተራ አስከበሰሪውስ ወዴት ሊጭኑሊያደርሱን ነው ተራ የያዙት	neutral
የግጭቱ መንስኤ የመንግስት ድክመት ሆኖ ሳለ ይህን ላለማመን እና ማምለጫ ፍለጋ ተመርቀው ደህና ስራ በማይገኝባት ሀገር ላይ እዳቸውን መጨመር ምፍትሄ አይሆንም	negative
ኢዜማ ኢትዮጵያውያን ባሉበት ሁሉ አለየውግ ህምራ ዞን ሰቆጣ ከተማ ኢዜማ አባላትና ደጋፊዎች መጪው እሁድ ህዝባዊ ስብሰባ አዘጋጅተዋል  በቅርቡ የሀረርድሬዳዋና ሀዋሳ ኢዜማ አባላት	positive
ያስገርሙኛል አፄዎቹን ስትተች መጀመሪያ መሀል እንደቆመ ሰው በጨዋ ደንብ ታሪካዊ በደሎች ላይ ማተኮር እንደማይገባ ሊያስረዱህ ይሞክራሉ ጥላቻ አትንዛ ይሉሀል በዚያው ክርክር ከቀጠል	neutral
ማንኛውም ስራ የሚሰራው በሀላፊነትና በተጠያቂነት ነው ውሸት ነው የሚል አካል መክሰስ ይችላል ይህን መረጃ ያወጣው አካል  በኢትዮጵያ ቢሮ ያለው የተመዘገበና የሚታወቅ ድርጅት ነው	positive
የሰው የሚለየው ከዚህ ወረፋውን እና ፈረቃውን ያውቃል	neutral
መንግስት እየወሰደ ያለው እርምጃ ከሚከሰቱት ወንጀሎች አንፃር ድክመቶች ታይተውበታል  ይህንንም መንግስት ና ህብረተሰቡ በጋራ መታገል አለበት  ስር የሰደዱ ፅንፈኞች አገሪቱን የኋሊት	negative
 ይቅርታህን ልማታዊ ጋዜጠኞች በልልን እየተዋወቅን	positive
ከኤድስ ይልቅ የመኪና አደጋ እና ጃስ ሲበሉ የሚነሱ ፅንፈኛ ብሄርተኞች የሚፈጁት ስለበለጠ ፊታችንን ወደነሱ አዙረን ነው	positive
እያንዳንዱ ኢትዮጵያዊ ሊያደምጠው የሚገባ የሯንዳዊቷ ምክር  	neutral
በዶክተሮች እና በ ፀሁፍ መካከል ያለው ግንኙነት	neutral
አቶታምራት አስተውለው ይናገሩና ለማወቅ ከፈለጉ አልተማርንም አንማርም አላልንም ግን አገራችን አሳልፈን አንሰጥም እንደገና ማወቅ አለባቹ እናንተ ያግራቹ ችግር ሳትፈቱ የ ሀገራችን ጉዳይ ምን አገባቹሰው መብት አለው	neutral
ስብሰባ መከልከል ብቻ ሳይሆን የህግ እውቅናውም ሊቀማ ይገባል  ይህ ሀይል ነው ሞጣ ላይ የ ሙስሊሞችን መስጅድ እና ንብረት ያወደመው	negative
ይሄን ሲሰማ አዝማሪው ምን አለ    ናፍቆቴ ናፍቆቴ አይልም ወይ ሰዉ    ጉርሻ እየናፈቀዉ  ሆድ እየባሰ	neutral
ልብ ወለድ መፅሀፍ እኮ እላልኩም ትክክለኛ ማስረጃ ነው ያልኩት	negative
በኖቭል ኮሮና ቫይረስ የተጠረጠሩት  ሰዎች ከቫይረስ ነፃ መሆናቸው ተረጋገጠ  ሀዋሳ ጥር  አም ደሬቴድ በኖቭል ኮሮና ቫይረስ የተጠረጠሩት  ሰዎች ከቫይረስ ነፃ መ	positive
ለእየሱስ ባሪያዎች የኢብኑል ቀይም አልጀውዚያህ ድንቅ ግጥም ግርድፍ ትርጉም በኢብኑ ሙነወር	positive
ለአላማ መታጠቅ ልክ እንደ ገብርዬ  ቆራጥ እንደ ቴዲ  ብልህ እንደ እምዬ  እየው በእኛ ዘመን  ተፈተነ ክብሩ ከእውነት ጋር የሚቆም  እምቢ ባይ ለአገሩ አስራት ተወለደ  ወንድ	positive
የልጅትዋን ውበት ሳይ የግልገሏ ድምፅ ሳልሰማው አለፈኝ  መልክቴ ለኮንጆዋ ይድረስ	neutral
የፈለገው ትክክለኛ ፓርቲ የኦሮሞን ህዝብ ፍላጎት የማያሟላ ኦሮሞን አይወክልም   የመደመር ቲዮሪ  የኦሮሞን ህዝብና ለማ መገርሳን የቀነሰ ወቅቱን ያልጠበቀ የሰለጠነ የጋርዮሽ አስተሳሰብ ነው	negative
ለዚህ ነዋ ተኝቼ ስነሳ የ ብር ካርድ አልቆ በእሁድ ቀን ያለመብራት የዋልነው	negative
ስለዚህ እያንዳንዳችን ጥቃቅን የምንላቸውን በየቀኑ የምንሰራቸው ክፉ ወይም መጥፎ ስራ ላለምስራት አንስራ ለመፈፀም ቀላል ነገር ግን በልምድ እና ጉዳት የማያመጡ አየመሰለን አንሰራለ	positive
ሮሜ    የእግዚአብሄር መንግስት ፅድቅና ሰላም በመንፈስ ቅዱስም የሆነ ደስታ ናት እንጂ መብልና መጠጥ አይደለችምና	neutral
መርዝ መጀመሪያ የሚጎዳው የተቀመጠበትን እቃ ነው ጥላቻ እና ክፋትም እንዲሁ በእኛ ውስጥ ባደረ ቁጥር ቀድመን የምንጎዳው እኛው ነን  እስኪ ላሳዘኑን ሰዎች ሳይቀር እስኪ በጎ እንሁን	positive
ፍዬል ደግሞ ምንድነው	neutral
 ፀረ ሙስሊም ቡድኖች ጭንብላቸው እየወለቀ ነው አልሀምዱሊላህ  የጃዋር መሀመድ ጉዳይ   አፄዎችን የፈለገ መቃብር ይውረድ አሮጌዋ ኢትዮጵያ ላትመለስ ተቀብራለች ደሴቲቱም ሰ	negative
የአሮሞ ህዝብን እምቢተኝነት እንቅስቃሴ  የፀረሰለም ሀይሎችን ተልእኮ ተቀብለው ለማሳከት የሚጥሩ ተላላኪዎችም ሲል ነበር	negative
  መግለጫ ጥሩ ቀልድ ነዉ	negative
ሁሴን ወንድሜ	positive
የክልሎች ግንኙነት ረቂቅ አዋጅ ላይ ለመወያየት የአንድም ክልል ተወካይ አልተገኘም	negative
ጠቅላይ ሚኒስትር ዶክተር አብይ አህመድ ብልፅግና ፓርቲን የተቀላቀሉ ድርጅቶች የስምምነት የፊርማ ስነ ስርአት ላይ ያደረጉት	neutral
ትራኡማ ውስጥ ሆነው ስለሚፅፉ አላምናቸውምለዚህ እንደውም አሪፍ ማሳያ የብሬ የነፃነት ጎህ ምናምን የሚለው ነው መ	neutral
እረ ማሰብም አልፈልግም    የእኔ ጥያቄ ምንም ሚመክረው አንድም ወዳጅ አልነበረውም እንዴ	negative
አንተም ሰው ነህ አሁን በክት ከዚህም የፖለቲካ ትርፍ ትፈልጋለህ ቆሻሻ ካንተ ጋር እኩል መቆጠር ያማል እንከፍ የሰው ውዳቂአረ ጨምሩለት	negative
እንደገና ደግሞ ጠቅላላ ጉባኤ መጥራት ወዘተ እና መሰሎች ቀላል ስራዎች አይሆኑላቸዉም እያሉ ነዉ    ሞተን ነዉ	neutral
እግዚአብሄር አምላክ ለዚህ ለተቀደሰ ክብር ያብቃን አሜን	positive
ስንት ሽንኩርት ራስ አለ ስለ ኤርትራ ለማውራት ብቃት የሌለው ጥላቻ ፊት 	negative
አቡበከር አህመድ ችግሩ ከመፈጠሩ በፊት ለደመቀ መኮነን  ለዳንኤል ክብረት እና ለክልሉ ፀጥታ ዘርፍ ሀላፊ እንዲያስቆሙ ደውሎ ነግሯቸው ነበር  ኡስታዝ አህመዲን ጀበል 	neutral
የህዳሴ ግድብ የሶስትዮሽ ውይይት በካይሮ እየተካሄደ ነው	neutral
የንብዮዮቹ ቃል በሬት ስር ባቡር እና በኮንዶሚየም ግድዳ ላይ ተፅፈዋል  ፓኡል ሳይሞን  የፀጣ ድምፅ	neutral
በሙስሊሙ ጉዳይ የአብይ አህመድ አቋም በዚህ ከቀጠለ  እመኑኝ ወያኔ የገባችበት ቅርቃር ውስጥ መግባቱ የማይቀር ነው	negative
በሁሉም  አካባቢ  ውይይቱ  ይቀጥል ብልጵግና   ይበልጵግ	neutral
ሰኞ ምሽት አሎናቫርዳስ በጃኖ ባንድ ይደምቃል   ተወዳጅ ሙዚቃዎቻችን አብረን ለመጫወት እና ለመዝናናት ጌቱ ኮመርሺያል ኛ ፎቅ ላይ ካለው አሎናቫርዳስ እንገናኝ   	positive
የኔ ፅኑቃልፁ እንኳን ተወለድሽልን	positive
በሀያሉ ፈጣሪ እጅ ብቻ ነው	positive
የአርማጭሆን ወንበዴ እና ቅማንትን ኮሚቴ የፈጠረው እና እሹሩሩ ብሎ ያሳደገው የአማራ ክልል መንግስት አዴፓ ነው	neutral
እግዚአብሄር ማስተዋልን ይስጥኝ  የስድብ ጥቅም አይታየኝም በሀሳብ መሞገት ይሻላል   ኢትዮጵያ ለዘላለም ትኑር 	positive
የካስዬን መወለድ እንደ የድል በአል ማክበር አያቅተንም	positive
መንግሰት  በሌለበት ሀገር ፍርድ ይገኛል እንዴ	negative
ለቀጣዩ ምርጫ በመጣመር በመቀናጀት ግንባር በመፍጠር እና በመዋሀድ ላይ ላላችሁ ፖፓዎች የአብርሀም የሳራ ያድርግላችሁ ሌላ ምን ይባላል	neutral
አንተ ልዩ መሪ እወድሀለሁ  እውነት አንተ የኢትዮጵያ በረከት ነክ	positive
